FIRST_NAME;LAST_NAME
Elian Ariel;Stensvold
Alex Louisa;Safi
Steffen Amelia;Palm
Sivert Kaisa;Mostad
Kenan Henrikke;Leistad
Kornelius Tilja;Kumar
Danial Mona;Huus
Jens Kjersti;Haarberg
Jonatan Malak;Forland
Albert Synne;Dagestad
Leonard Linea;Bakker
Nathan Anita;Tønder
Aksel Jasmin;Soma
Mats Elida;Røine
Olai Cathrine;Rødsjø
Conrad Maren;Langmo
Kaspian Katrina;Hjelvik
Thor Lone;Fylkesnes
Ludvik May;Berhe
Nojus Leona;Aspenes
Torben Paulina;Alvheim
Hamza Lucia;Ulven
Piotr Jennie;Søfteland
Noel Angela;Langvik
Halvor Khadija;Kvernberg
Jasper Ingelin;Kalleberg
Atle Marte;Gunnerud
Mustafa Inga;Fjellanger
Youssef Annabelle;Fagernes
Rune Kajsa;Sirnes
Piotr Beatrice;Saue
Ailo Ruth;Rønnestad
Dani Emmi;Raastad
Finn Matilde;Hveding
Sam Betina;Hurlen
Per Sonia;Horvei
Audun Valentina;Flatås
Omar Susanna;Bruvoll
Wojciech Emmeli;Vogt
Chrisander Pernille;Stav
Artur Tilde;Leonhardsen
Luis Åshild;Kolås
Karol Marie;Aunan
Lionel Eirin;Askim
David Nathalie;Vallestad
Stefan Kira;Trønnes
Yosef Selena;Stavrum
Samson Amina;Skauen
Arman Celine;Refsdal
Conrad Sabrina;Greve
Rune Lilja;Fossan
Malvin Anine;Dehli
Isac Amelie;Broen
Askil Khadija;Austnes
Vemund Siri;Wangberg
Oskar Melina;Svensli
Julius Hannah;Sandbakk
Hallvard Ugne;Rognmo
Aaron Millie;Log
Bernhard Carmen;Lindhjem
Joel Olivia;Grøstad
Emilis Eline;Brattli
Iben Lycke;Baumann
Severin June;Akram
Loke Salma;Seierstad
Sakarias Carina;Munkvold
Emin Millie;Kihle
Muhammad Guro;Kaldestad
Morgan Agnes;Haraldstad
Carsten Sophia;Fiskum
Bjørnar Isra;Brunes
Arham Sigrid;Breen
Kevin Diana;Bjørnå
Dexter Tilje;Birkedal
David Josephine;Aaslund
Åsmund Ann;Ustad
Dennis Karine;Skjong
Robin May;Sekse
Thorvald Aline;Sandve
Benjamin Ea;Kraft
Jaran Fanny;Grønningsæter
Olav Sunniva;Aarrestad
Erling Elma;Ring
Daniel Madeleine;Liknes
Tian Mikaela;Høivik
Jo Synnøve;Farestveit
Isaac Aila;Buljo
Axel Helin;Bakkerud
Artur Adine;Skotnes
Kacper Sanne;Skarbø
Oskar Marwa;Sandbæk
Sivert Tiril;Reksten
Matias Dominika;Noor
Wojciech Alba;Bratsberg
Kevin Isabella;Berre
Jonatan Ada;Tesfay
Bendik Eliana;Skjæret
Maksymilian Elif;Skistad
Zander Marion;Rana
John Karla;Molund
Edvald Jessica;Malvik
Nicklas Sofie;Klingenberg
Gard Frøydis;Khalid
Arian Betina;Bjønnes
Thor Vilde;Wroldsen
Victor Mariell;Synnes
Kian Synne;Nordanger
Thor Katarina;Leikvoll
Truls Veronica;Askvik
Gustav Tirill;Utvik
Khalid Ella;Nysæther
Sofus Thilde;Leikanger
Emilian Luca;Hestvik
Jonatan Henriette;Heltne
Imran Vanja;Fjellvang
Mateusz Kristine;Drønen
Cornelius Maria;Drabløs
Malvin Ulrikke;Aspaas
Colin Marwa;Tøndel
Vegar Ingeborg;Tonheim
Armin Vår;Tidemann
Olivier Laila;Svendsrud
Aiden Iben;Sporsheim
Timian Mira;Sletner
Leander Maya;Overå
Philip Amalie;Ose
Hugo Melinda;Lærum
Bernard Hanna;Ihle
Allan Alise;Bryne
Simon Mathilde;Bjerkås
Mahdi Amina;Øwre
Håvard Nicole;Øverbø
Jan Betina;Årvik
Piotr Patrycja;Worren
Carl Sara;Wiborg
Ludvik Bella;Weiseth
Ian Carla;Vollen
Ridwan Åshild;Sæterdal
Gard Filippa;Sundli
Patryk Iqra;Skoge
Rune Hannah;Rognli
Brede Norah;Milde
Simon Kaja;Lillegård
Nils Rose;Lauvås
Endre Dorthe;Algrøy
Tarjei Leonora;Welde
Bjørn Maja;Tveite
Jens Elise;Storås
Erlend Henny;Stadheim
Matthew Livia;Ringvold
Eskild Ayesha;Nerdal
Mario Ariana;Johanson
Jaran Serina;Fjærli
Khalid Elisa;Dagsland
Youssef Alicja;Blystad
Joshua Carina;Amiri
Jørgen Vårin;Øvergaard
Elling Betina;Westlie
Laurits Karine;Thunes
Anas Annie;Serigstad
Danial Hedda;Risberg
Helge Vår;Plassen
Severin Sunniva;Nordsveen
Amin Amna;Konradsen
Leonel Kjersti;Honningsvåg
Justin Samira;Hjelseth
Stein Silja;Engvik
Rolf Lisa;Dybdal
Jokubas Karine;Byrkjeland
Vetle Pernille;Visnes
Ridwan Tone;Røsvik
Louis Sundus;Halleraker
Jørgen Kaya;Fossland
Arman Kathrine;Fardal
Maximilian Camilla;Bendixen
Benas Vilde;Winje
Maximillian Elli;Sogn
Imre Nikola;Lyngmo
Viktor Najma;Kringstad
Trond Åsta;Frøseth
Emmett Carmen;Dalhaug
Olander Sundus;Mikkelborg
Gjermund Kathrine;Kvalnes
Lars Liv;Horten
Patryk Eivor;Holmvik
Mikolaj Muna;Hay
Aksel Lucia;Hallan
Ivar Mie;Furseth
Benjamin Amelija;Bremseth
Bernhard Marte;Stjern
Mikail Emmy;Kanestrøm
Finn Embla;Hidle
Carsten Hanne;Fallet
Dag Savannah;Due
Torje Viktoria;Bjerkli
Maximilian Lillie;Ulvund
Steinar Marthe;Sundnes
Arijus Emilie;Sandtorv
Mohammad Eliza;Nysted
Matas Alvilde;Nesvik
Eivind Celina;Høye
Troy Sigrun;Hveem
Kenan Bertine;Hemmingsen
Torjus Martha;Helstad
Nichlas Noor;Hatlem
Evan Liva;Dvergsdal
Mateusz Alma;Østgaard
Magne Lilly;Valberg
Ayman Evelyn;Thorud
Pelle Anastasia;Solvoll
Matas Celia;Kolbjørnsen
Johan Anine;Heggernes
Syed Lise;Fleischer
Zakaria Regine;Engeland
Jakub Tuva;Bjune
Svein Camilla;Ytreland
Joshua Arya;Wulff
Jamie Sahar;Skinstad
Olai Joanna;Silden
Nathan Victoria;Sakariassen
Artur Aline;Rekstad
Agnar Bella;Lone
Cornelius Anniken;Kausar
Petter Medina;Helgheim
Shawn Tina;Haveland
Jimmy Angelina;Grue
Olav Ayla;Fjellestad
Ludvig Marte;Bu
Arham Othilie;Vatle
Zakaria Marina;Stenerud
Taha Hannah;Nyquist
Bastian Linda;Mahmoud
Torbjørn Sumaya;Fuglerud
Wilhelm Chloe;Framnes
Amund Bettina;Vedøy
Tony Alicja;Roksvåg
Torben Matilda;Robstad
Khalid Yusra;Nybakken
Kåre Aylin;Naas
Marius Ragnhild;Lilletvedt
Peder Ulla;Lillejord
Bror Ava;Granly
Charlie Ada;Figenschou
Zander Hennie;Ekre
Eren Tilda;Børstad
Preben Ruth;Aarum
Franciszek Kristin;Sleire
Vidar Dania;Salih
Robin Alise;Røise
Sebastian Åshild;Ringnes
Joachim Mila;Meier
Vemund Tone;Hegdal
Krystian Natalia;Eidsvik
Antonio Ann;Tetlie
Leonardo Nova;Sander
Jonah Tia;Løvlien
Steven Tilia;Knarvik
Erling Milja;Jøssang
Abdirahman Marthine;Grotle
Kaspian Maryam;Ekroll
Eric Signe;Trydal
Arthur Leonora;Thygesen
Sindre Amy;Svanes
Are Otilie;Sparby
Jasper Karoline;Saastad
Chris Marwa;Runde
Kåre Lilli;Norli
Ruben Ragnhild;Grav
Kjell Julia;Frøiland
Rasmus Irmelin;Evenstad
Leander Sophie;Fanebust
Nikolas Siham;Breistein
Ravn Bettina;Borgan
Abdul Therese;Bjørgo
Jonas Eira;Backe
Marius Maiken;Asp
Alex Josephine;Vikøren
Kajus Tilja;Tjessem
Ben Rachel;Skråmestø
Tormod Margit;Sjøgren
Jarle Anja;Rønne
Tor Natasha;Otnes
Vinjar Astrid;Nordlien
Arvid Gunhild;Mong
Ahmed Lycke;Lieng
Balder Laura;Leira
Andre Urte;Korsvold
Yahya Julia;Haugum
Matheus Salma;Hagland
Bjørn Sophie;Grønbech
Trond Amelie;Bilstad
Dawid Lea;Øyan
Terje Juliane;Årnes
Tony Emeli;Willassen
Nathan Juliane;Trengereid
Håkon Camilla;Søiland
Julian Linda;Styve
Bruno Amna;Selvåg
Emrik Daniela;Ringheim
Steffen Leah;Nistad
Nikolas Hilde;Khalil
Christoffer Yusra;Helleren
Hermann Eliana;Hashi
Mats Ailin;Gåsland
William Eirill;Gausdal
Syed Kaia;Bredal
Mohammad Magdalena;Sætran
Thorvald Adine;Sæternes
Gabriel Veronica;Skadberg
Arne Aurora;Sandsmark
Rafael Marina;Rishaug
Rolf Helena;Repstad
Einar Tea;Nevland
Isa Eleah;Meek
Gabriel Sofie;Lysgård
Isa Tilla;Husevåg
Torstein Sophie;Harnes
Storm Ingelin;Grøneng
Filip Vilja;Fosshaug
Viljar Selina;Bell
Albert Oda;Sæterbø
Alf Jessica;Muren
Anthony Freja;Meisingset
Emin Margrethe;Ludviksen
Natan Melina;Kirknes
Edvald Klara;Grønn
Yousef Thilde;Groth
Sverre Trine;Rånes
Steinar Helena;Liabø
Emir Thelma;Kirkerud
Antoni Runa;Haver
Ådne Linnea;Hatlevik
Philip Alette;Fonn
Thorvald Medina;Fidje
Ragnar Christiane;Araya
Terje Victoria;Yildiz
Georg Kristiane;Vedå
Aksel Livia;Trulsen
Denis Kayla;Slette
Lukas Martha;Sandersen
Matteo Idun;Nerhus
Mads Cecilie;Moksnes
Brage Klaudia;Hilstad
Nathaniel Madelene;Halden
Nikodem Othilie;Fiskå
Sven Sarah;Brunvoll
Terje Halima;Brodahl
Marius Kamilla;Balstad
Sigve Zainab;Vorland
Kjetil Jasmine;Røysland
Joshua Hedvig;Rømo
Aslak Aminda;Rognes
Noel Mathea;Kowalczyk
Malik Kaya;Halleland
Abdi Nadia;Falk
Nichlas Eira;Fagermo
Falk Beatrice;Brobakken
Jarand Eivor;Aagesen
Hamza Mie;Wiken
Fillip Olea;Valseth
Ravn Leana;Sørland
Varg Malene;Søgaard
Dexter Kaisa;Stålesen
Artur Clara;Seljeseth
Mahamed Susanne;Helgestad
Jonah Kjersti;Grindhaug
Ole Vårin;Gjerdrum
Benas Elsa;Dyrøy
Kenan Emelie;Borchgrevink
Tor Jana;Bergquist
Abdul Lerke;Bauer
Matteus Sienna;Taranger
Matias Louise;Søgård
Noah Amalia;Røst
Thorvald Clara;Norman
Askil Tale;Natvik
Aslak Tirill;Natland
Sigurd Emily;Molvær
Louis Fatima;Moholt
Aram Ugne;Lundal
Ayaan Vida;Lindquist
Felix Sienna;Leren
Geir Linn;Hølland
Abdullah Anne;Haji
Vebjørn Gabriella;Fløtre
Melvin Sine;Eidet
Walter Ingebjørg;Dyrseth
Preben Tora;Devold
Eric Aria;Bergo
Andre Ema;Becker
Tommy Adriana;Øvereng
Musab Sofia;Årseth
Arian Vilje;Smørdal
Amandus Margit;Sagbakken
Kaspian Malena;Ramsdal
Vebjørn Dominika;Mirza
Erik Fredrikke;Linge
Hans Kristine;Lindal
Leif Eira;Landrø
Mikal Jenny;Kasin
Thor Alea;Idsøe
Mohammad Kajsa;Endal
Mads Lilly;Bjorøy
Sune Melina;Aaby
Oskar Anna;Ulleberg
Yusuf Hana;Stokland
Mikolaj Eleah;Solstrand
Arvid Emmelin;Rist
Pelle Samira;Ommedal
Tarjei Aline;Neverdal
Pål Amelija;Molde
Tor Lene;Melsom
Johann Astri;Koppang
Emilio Hannah;Kongsvik
Gunnar Aisha;Joakimsen
Kajus Jessica;Aurdal
Nathan Halima;Skaugen
Martinius Leah;Garcia
Iben Liepa;Flønes
Tinius Ylva;Fagervik
Darin Elvira;Drivenes
Vinjar Hanna;Bastiansen
Magnus Selin;Abraham
Mustafa Lillie;Øvrelid
Yasin Embla;Tysnes
Isaac Anny;Sandvoll
Nico Othelie;Ryeng
Viljar Cathrine;Rafoss
Pål Ea;Negård
Edward Samantha;Natvig
Arnas Olava;Moseng
Bjørnar Gina;Lilleås
Linus Natasha;Lekven
Torgeir Henriette;Kydland
Terje Sophie;Kløvstad
Maxim Vilja;Hoseth
Lasse Betina;Heggedal
Kaspian Madelene;Haugsvær
Jasper Kristina;Gjengedal
Sigmund Thilde;Aglen
Joshua Laura;Abukar
Wilhelm Karoline;Tahir
Jonathan Ellinor;Stormoen
Nils Emilija;Skåre
Ask Jennie;Lomeland
Eskild Monika;Lindvik
Ayaan Ana;Guttorm
Alexander Helene;Fossmo
Truls Lotte;Bruheim
Endre Randi;Bartnes
Patrik Natalie;Torland
Aune Rose;Strandheim
Jostein Ayla;Staff
Anas Amelia;Skovly
Kai Ebba;Sjøen
Colin Elizabeth;Riiser
Odd Seline;Rehman
Magnus Adine;Nordang
Oliver Ylva;Maurstad
Silas Sannah;Kjærvik
Mads Hanne;Kjeldsberg
Mattis Lone;Karlson
Nicolas Marte;Høgberg
Adnan Enya;Habberstad
Håvard Ingrid;Gjersøe
Ibrahim Rebecca;Carlson
Markas Carmen;Aasberg
Varg Veronica;Sundseth
Stein Milla;Stenvik
Bjørn Lilje;Neteland
Taha Adele;Martens
Albin Emmelin;Kverneland
Andreas Elma;Kvamsdal
Knut Anne;Kirkhus
Matteus Evelyn;Hepsø
Liam Caroline;Giæver
Imre Najma;Anti
Sebastian Siri;Sikveland
August Josefine;Salberg
Snorre Celia;Reyes
Endre Ea;Nerheim
Arham June;Lindholm
Patryk Helmine;Kjelsrud
Gjermund Rakel;Helset
Yasir Karine;Gunnes
Aron Isabella;Fretheim
Gunnar Dorthe;Finnerud
Patrick Vilje;Yttervik
Mario Ida;Wikstrøm
Jack Liana;Wiklund
Anders Linn;Villanger
Emanuel Marielle;Stavland
Younes Millie;Skansen
Tomas Bertine;Røkenes
Sander Ellen;Rystad
Torben Lia;Nordgaard
Yasin Matilde;Narum
Theodore Hedda;Miller
Endre Elif;Mandal
Brynjar Liv;Hildrum
Emil Molly;Halvorsrud
Hussein Tyra;Gjestvang
Mikal Ellinor;Følstad
Harun Annabel;Furset
Heine Katarina;Elden
Nikolay Eliana;Arshad
Steinar Ema;Vestly
Jimmy Serina;Taksdal
Lukas Ane;Nordmark
Krystian Annika;Vevle
Abdi Hilde;Vestrheim
Matas Laila;Tronrud
Vemund Elizabeth;Skramstad
Ask Marie;Rovik
Jonas Hanan;Marstein
Yahya Mia;Hjelde
Aram Gabriella;Hartviksen
Kenan Lucy;Førre
Ben Alvilde;Bøthun
Anas Amanda;Øvsthus
Kristian Nela;Vist
Lasse Marielle;Takle
Tom Milja;Sørmo
Eskil Alida;Storheim
Karl Benedikte;Slyngstad
Maciej Siren;Sinnes
Are Stina;Rustand
Sander Kristiane;Roen
Kasper Ine;Nordland
Abel Eva;Melum
Dovydas Mille;Langfeldt
Samuel Erle;Kvalø
Leif Simone;Høgli
Emil Mira;Holta
Said Petra;Haugo
Richard Emmelin;Gjelsten
Lauritz Katrine;Aukland
Caspian Kamilla;Todnem
Haakon Mikaela;Søbstad
Emre Nelia;Presthus
William Elif;Levang
Per Lillian;Langaas
Luka Ina;Kaya
Leander Maja;Indergård
Tommy Kristina;Idsø
Axel Adina;Hordvik
Emrik Valentina;Hella
Dani Sol;Heimstad
Ivar Zahra;Gjønnes
Marvin Agnes;Ernstsen
Amandus Susanne;Ekelund
Karl Mali;Doan
Elliott Gabriele;Tjøsvoll
Edvald Josephine;Nordlund
Oscar Emmeline;Myrene
Tony Abigail;Melgård
Arijus Karla;Løvlie
Arin Rebecka;Lehne
Finn Eir;Hellstrøm
Levi Noelle;Frøystad
Hermann Hailey;Fimreite
Mateusz Maria;Devik
Nicolay Helen;Brattås
Aslak Eileen;Aanerud
Birk Othelia;Wojcik
Bjørn Maya;Valland
Trym Nina;Tungland
Luka Cassandra;Stokkan
Chris Melina;Ranum
Jonathan Alice;Nesland
Jone Luca;Kjølberg
Tian Milla;Husum
Yusuf Zuzanna;Hegre
Hans Marita;Emblem
Christopher Kira;Digre
Jayden Andrine;Belsvik
Kacper Emmy;Skjevik
Odin Elly;Røgeberg
Halvor Mari;Onstad
Dexter Helen;Lindanger
Gjermund Anja;Fadnes
Christoffer Elena;Brunborg
Sturla Elizabeth;Ballestad
Elijah Fatima;Ånensen
Eirik Mali;Yilmaz
Nicolas Kayla;Svenkerud
Tinius Alicia;Skarstad
Yahya Veslemøy;Rørtveit
Milo Anniken;Ravnås
Atle Kayla;Paus
Andreas Juliane;Lundquist
Theodore Eva;Kowalski
Oscar Amine;Klev
Jo Sofija;Hilde
Vegard Safa;Hagberg
Nicolas Ela;Grebstad
Ivar Samantha;Folland
Sigurd Leni;Stavnes
Abdi Maren;Nyseth
Aslak Tomine;Hannisdal
Edwin Noor;Fagerhaug
Peder Erika;Evju
Mons Benedicte;Buan
Torstein Victoria;Bringedal
Gaute Nikoline;Alsvik
Magne Ellen;Øvstebø
Emilio Ingrid;Zimmermann
Richard Gunhild;Westberg
Julian Madelene;Sønsterud
Edvard Augusta;Skretteberg
Vilhelm Josephine;Skjervold
Daniel Samantha;Sellæg
Abdirahman Eileen;Raa
Laurits Zofia;Oliversen
Elian Susanna;Lillemo
Hermann Ellie;Djønne
Mons Kristina;Buene
Shawn Annie;Yang
Edin Maud;Træet
Emrik Erle;Scheie
Solan Sara;Rørstad
Kian Hedda;Lindås
Mathias Ingebjørg;Langedal
Ismail Ugne;Justad
Sigve Mathea;Høgås
Torje Anja;Ekeli
Albert Elly;Brekka
Leon Zara;Bergseng
Tallak Tea;Aurstad
Alvar Elvine;Åkre
Ivo Cindy;Rue
Abdirahman Alida;Rossebø
Youssef Abigail;Rimstad
Audun Erle;Midtskogen
Justin Marta;Merkesdal
Herman Tomine;Krogsæter
Isak Frøydis;Hustveit
Henning Isra;Hartveit
Elliott Helmine;Dyrhaug
Olve Annie;Cappelen
Timian Kristiane;Bjørnø
Birk Sabrina;Vonheim
Aleksander June;Trana
Joseph Sine;Thrane
Matteus Karianne;Stordahl
Theodore Liva;Stokstad
Maksymilian Eirill;Lokøy
Omar Janne;Kaupang
Dominik Hafsa;Høiberg
Emin Sonia;Hjorth
Jon Elly;Hernæs
Emilio Dania;Hageland
Olve Amanda;Glad
Bilal Kaia;Ås
Thomas Aila;Tokle
Vetle Inaya;Smistad
Pelle Katarina;Slåtten
Nathaniel Trine;Skogvold
Sean Yara;Skjelvik
Joar Johanna;Seppola
Kjetil Gunhild;Sagstuen
Troy Sumaya;Orre
Odd Angelina;Ohnstad
Mika Jennifer;Mossige
Arn Kari;Mikaelsen
Bo Seline;Medhus
Imre Line;Lynum
Ilyas Veslemøy;Leirvåg
Tarik Live;Kvandal
Vebjørn Randi;Heim
Bruno Gabriela;Haukenes
Milan Cassandra;Barka
Krystian Malin;Bakkehaug
Dag Alma;Wright
Ahmad Siri;Vetrhus
Bjørnar Veronika;Uthus
Ivan Johanne;Sætren
Amar Marie;Parveen
Noa Celine;Nordtømme
Tore Laila;Njærheim
Asbjørn Liliana;Løkkeberg
Birk Maia;Leiknes
Thorvald Sannah;Hodneland
Johnny Liana;Gunnerød
Samir Sigrun;Flatøy
Gard Oline;Wollan
Muhammad Livia;Thoen
Olivier Petra;Svanberg
Arin Milana;Oterhals
Albert Jennifer;Korsvik
Nicholas Zainab;Høglund
Aaron Sonia;Horntvedt
Halvor Viktoria;Hjelm
Edgar Karoline;Hinna
Salman Amelia;Haukedal
Falk Pernille;Gjøsund
Pål Dominika;Furuheim
Solan Liliana;Ekstrøm
Tomas Lucy;Bengtsson
Sturla Siri;Wisløff
Joshua Seline;Wibe
Jacob Juliane;Wahlstrøm
Jostein Hamdi;Sværen
Nichlas Simone;Soltveit
Matteus Erle;Olesen
Jonathan Isabel;Nedregård
Pelle Dorthea;Lopez
Vetle Ingebjørg;Kvinnesland
Heine Vilde;Josdal
Josef Julia;Haddal
Jamie Ulla;Grønvik
Tristan Alise;Elvenes
Filip Katharina;Østerud
Rolf Urte;Wagner
Lars Lea;Todal
Marcus Anisa;Søderholm
Ahmed Alicja;Sylta
Paul Veronika;Skinnes
Eldar Eileen;Oppegaard
Martin Emelie;Morland
Ayaan Thelma;Midthun
Maximilian Veronica;Løtveit
Lukas Annabel;Løchen
Edwin Alma;Hustoft
Ulrik Marthe;Hammeren
Chrisander Luka;Eriksrud
Mika Yara;Askildsen
Kjell Mia;Walseth
Jonathan Samantha;Vestøl
Abdullah Ane;Ulvik
Thorvald Tilde;Tessem
Pål Randi;Pilskog
Tallak Adna;Miljeteig
Petter Mathilda;Liverød
Askil Kathrine;Lilleland
Sofus Hamdi;Lidal
Caspian Eir;Lehn
Olivier Edith;Herheim
Alvar Karina;Bjørkmo
Liam Martha;Ånestad
Jaran Erica;Valla
Hermann Kamile;Skotte
Laurits Silje;Omer
Nicolay Tomine;Mellemstrand
Markas Maida;Krogsrud
Asbjørn Hermine;Isdahl
Edgar Kristina;Høydahl
Varg Janne;Celius
Denis Lisa;Aam
Markus Emelie;Aa
Matheus Silje;Øvstedal
Kajus Idunn;Tesdal
Aron Rebekka;Sneve
Trond Gina;Skjærstad
Eren Emmeli;Raza
John Anisa;Mazur
Runar Idun;Hervik
Malvin Amelia;Aabel
Torben Mila;Størdal
Krystian Ava;Skålevik
Michael Emmeli;Skram
Hugo Elsa;Refsland
Tommy Siren;Kind
Silas Clara;Grøtan
Per Margrethe;Grønhaug
Olav Amalie;Fagerås
Isak Oline;Elnes
Matias Ugne;Dragland
Julian Lina;Bratvold
Oliwier Josephine;Westerlund
Birk Katja;Skavhaug
Tallak Karianne;Sevaldsen
Ingmar Serine;Remmen
Michael Alexandra;Rahman
Sigve Stella;Olsrud
Truls Renate;Nessa
Sivert Karolina;Marvik
Øystein Tindra;Hokstad
Petter Bettina;Hilleren
Jo Kaia;Brænden
Rune Eliza;Wisth
Mikal Tiril;Viddal
Viggo Silja;Utgård
Rolf Marthe;Sjåvik
Sune Nela;Mongstad
Martinus Emily;Kjelstad
Younes Emeli;Havik
Tommy Chloe;Hannestad
Kim Kristine;Guldberg
Sondre Iris;Grøndal
Leonel Elise;Folkedal
Armin Leja;Emanuelsen
Amund Lærke;Arctander
Adam Carina;Øiestad
Anthony Sabrin;Ytterstad
Bruno Agnethe;Weum
Kai Sofija;Skevik
Knut Julianne;Ophus
Sølve Sahar;Løset
Johannes Valentina;Leivestad
Carl Wiktoria;Leidland
Patrik Liana;Kvia
Tomas Ingvild;Kleppa
Imre Sabrin;Kim
Balder Aida;Grønlie
Mikal Karolina;Garshol
Eivind Marina;Fyhn
Storm Kamila;Frøysa
Yosef Helmine;Fidjeland
Mahdi Rebecka;Fagereng
Matthew Christine;Ensrud
Chris Monika;Asghar
Nicolay Gabriela;Almaas
Silas Aline;Thorgersen
August Åse;Suhr
Ken Marit;Stokken
Torbjørn Rebecca;Slettum
Einar Eleah;Selstad
Lukas Luna;Sellevold
Geir Linde;Nordrum
Emilio Magdalena;Munthe
Rune Magdalena;Grannes
Peter Line;Einvik
Emil Rikke;Dybwad
Henrik June;Bergtun
Svein Katarina;Wickstrøm
Runar Una;Uthaug
Axel Emmeli;Takvam
William Martine;Skjolden
Balder Ailin;Røyrvik
Cornelius Kristine;Røyland
Svein Lone;Ross
Frank Yasmin;Oksnes
Samuel Wiktoria;Nome
Kjell Emina;Mørkved
Ivan Margrethe;Melvold
Victor Rose;Malmedal
Arne Maya;Kjørstad
Maxim Noor;Hollund
Jan Marita;Hammerø
Eliah Maren;Eggan
Milo Noor;Bærheim
Ingmar Elma;Berhane
Omar Alisa;Bakkejord
Karsten Aylin;Angvik
Torgeir Malak;Vestnes
Remi Tone;Solevåg
Taha Eliza;Skjønberg
Tian Aya;Oskarsen
Daniel Isabel;Nærø
Arham Sunniva;Mehlum
Aksel Guro;Mehl
Sander Cecilie;Koren
Christoffer Tilla;Iden
Tord Synnøve;Helliesen
Nikodem Lina;Grønnestad
Ludvig Kornelia;Gangstad
Shawn Ulrikke;Fossnes
Wiktor Tora;Brandvik
Martinus Stina;Aarflot
Kevin Vårin;Westerheim
Anthony Line;Tverberg
Rafael Serina;Tjelle
Ole Kaya;Størkersen
Wojciech Tilda;Staven
Åsmund Marina;Skogsrud
Olai Mariell;Skagestad
Kristupas Marianne;Selle
Even Nova;Schanche
Heine Anastasia;Rongved
Vidar Ingrid;Nerli
Jarand Eirill;Løvoll
Frederik Sophia;Laursen
Bjørnar Enya;Langset
Kenneth Martha;Hol
Otto Katharina;Englund
Anthony Emmi;Bones
Elijah Ine;Sætra
Nico Emeli;Storeide
Aune Tuva;Robberstad
Said Edith;Neumann
Tom Elin;Maudal
Elliott Ariana;Juell
Anders Dina;Holmstrøm
Sverre Madelene;Halsen
Bernard Nikoline;Figenschau
Lionel Kine;Bodin
Oliver Alisha;Aanstad
Neo Amy;Yildirim
Melvin Kaia;Systad
Fabian Ulla;Sviland
Tymon Elvine;Sundstrøm
Tord Sine;Sjøvoll
Milo Hanan;Røhne
Mads Sophia;Nuur
Louis Ine;Joa
Joar Lillian;Hornnes
Daniel Tiril;Herigstad
Syed Sofija;Eskedal
Emre Maiken;Emberland
Max Tiril;Eldevik
Erlend Jenny;Brevig
Amin Agnethe;Wille
Jakub Sahar;Wetteland
Tore Emma;Warholm
Ole Amalia;Tokerud
Viggo Signe;Skårdal
Kian Oda;Myrdal
Jeppe Aida;Mjølhus
Viktor Mina;Lyshaug
Charlie Naomi;Langholm
Dominykas Liepa;Kleiveland
James Sigrun;Hylland
Diego Ellen;Gunnestad
Solan Adelina;Grimsmo
Richard Jasmine;Ferstad
Jonatan Mina;Evje
Marvin Annabelle;Andvik
Nicolas Andrea;Alnæs
Lars Stine;Aandal
Jacob Lilje;Vikanes
Aleksander Sunniva;Vassdal
Luis Else;Thorshaug
Thomas Linde;Sommervold
Helmer Sigrid;Pihl
Magne Christiane;Nygren
Tony Sonia;Mæle
Elliot Annika;Moltu
Yasin Kamilla;Lenes
Levi Karin;Lade
Sakarias Seline;Klakegg
Piotr Anneli;Fossmark
August Celin;Evanger
Andreas Anita;Wolff
Agnar May;Welle
Gabriel Lotte;Våga
Edvin Maia;Volle
Gjermund Adelen;Throndsen
Mikkel Mariam;Sæverud
Mika Elly;Størksen
Fabian Siril;Rikstad
Mattis Lillie;Rikardsen
Mattias Annie;Laastad
Sam Hennie;Kommedal
Melvin Sofija;Gleditsch
Natan Ayesha;Flesland
Snorre Selena;Woldseth
Leonard Karina;Winger
Viljar Joanna;Weberg
Arijus Adele;Valde
Mika Klaudia;Ursin
Thorbjørn Leona;Starheim
Christian Linn;Opseth
Yousef Helle;Nodeland
Nickolai Katrina;Låstad
Lasse Marion;Kyvik
Kevin Kaya;Gården
Jarle Kathrine;Grøterud
Nataniel Marina;Gravem
Tallak Edel;Granmo
Justin Elsa;Fagervold
Gjermund Viktoria;Eltvik
Stefan Aya;Chan
Torgeir Gabija;Broch
Ola Maia;Østreng
Halvard Adina;Øiseth
Elliott Agathe;Valø
Scott Luka;Ulset
Are Leni;Tøsse
Trond Olivia;Thorsø
Marvin Alicja;Skjølberg
Odin Freyja;Ottem
Tinius Safa;Ophaug
Mustafa Vilde;Næs
Alvar Pia;Myklebost
Olai Elle;Moradi
Jonah Tilia;Hestenes
Luka Åse;Gunnarsson
Michal Gina;Grøndalen
Zander Kristine;Førsund
Elias Lotta;Veiby
Knut Annabel;Undrum
Alan Jennie;Tyldum
Peter Freja;Teig
Jakob Ela;Tang
Yasir Zofia;Strandberg
Mikolaj Yusra;Saleem
Benjamin Gabriella;Risøy
Jimmy Villemo;Refseth
Eik Melissa;Nekstad
Stian Nicole;Løge
Leonel Nanna;Lundgård
Jokubas Leana;Kildahl
Karol Julie;Hojem
Arijus Olea;Gunnarsen
Olav June;Eeg
Jacob Sophie;Sælen
